epoch,weighted_train_loss,mean_gradient_norm_before_clip,max_gradient_norm_before_clip,max_abs_action_slot,train_cross_entropy,train_accuracy,train_balanced_accuracy
44,1.4387695789337158,0.4732792377471924,0.4732792377471924,0.0,1.4191559940935619,0.4879518072289157,0.15307692307692305
45,1.4191560745239258,0.4275928735733032,0.4275928735733032,0.0,1.3987880844667733,0.48493975903614456,0.15307692307692305
46,1.3987878561019897,0.40127044916152954,0.40127044916152954,0.0,1.3783211765519108,0.4879518072289157,0.1546153846153846
47,1.3783211708068848,0.41231295466423035,0.41231295466423035,0.0,1.358205772307982,0.4939759036144578,0.15905982905982904
48,1.3582059144973755,0.4608551561832428,0.4608551561832428,0.0,1.338583061494023,0.5090361445783133,0.1701709401709402
49,1.338582992553711,0.5106885433197021,0.5106885433197021,0.0,1.3185132497764496,0.5150602409638554,0.17461538461538462
50,1.3185131549835205,0.49273011088371277,0.49273011088371277,0.0,1.2974448146590267,0.536144578313253,0.19404682274247492
51,1.2974445819854736,0.4459019601345062,0.4459019601345062,0.0,1.2760458337255272,0.5512048192771084,0.23235878855444075
52,1.276045799255371,0.4149641990661621,0.4149641990661621,0.0,1.25539453345609,0.5481927710843374,0.2479050538833148
53,1.2553945779800415,0.4124671220779419,0.4124671220779419,0.0,1.2348039006612388,0.5903614457831325,0.28028428093645485
54,1.2348040342330933,0.41379377245903015,0.41379377245903015,0.0,1.2137799550251789,0.5993975903614458,0.288798773690078
55,1.213780164718628,0.39825689792633057,0.39825689792633057,0.0,1.1929596131106457,0.5993975903614458,0.29278428093645487
56,1.1929596662521362,0.3982313871383667,0.3982313871383667,0.0,1.172032275831843,0.6054216867469879,0.30207915273132663
57,1.1720322370529175,0.41362154483795166,0.41362154483795166,0.0,1.1512037530002823,0.6204819277108434,0.3159513192121888
58,1.1512037515640259,0.44770097732543945,0.44770097732543945,0.0,1.1295631132930157,0.6325301204819277,0.3204812337421033
59,1.129563331604004,0.4276483356952667,0.4276483356952667,0.0,1.10715429466891,0.6445783132530121,0.3269555927164623
60,1.107154369354248,0.39409875869750977,0.39409875869750977,0.0,1.0850321758224304,0.6566265060240963,0.33003251579338533
61,1.0850322246551514,0.38081276416778564,0.38081276416778564,0.0,1.0640920616057983,0.6716867469879518,0.339690635451505
62,1.0640919208526611,0.39751794934272766,0.39751794934272766,0.0,1.042947792145143,0.677710843373494,0.34122909698996656
63,1.042947769165039,0.4228347837924957,0.4228347837924957,0.0,1.0200040886201054,0.6837349397590361,0.3471265328874025
64,1.0200040340423584,0.45236486196517944,0.45236486196517944,0.0,0.9947426118046404,0.6957831325301205,0.35523504273504275
65,0.9947425127029419,0.4386310577392578,0.4386310577392578,0.0,0.9699075537991811,0.6987951807228916,0.3617196209587514
66,0.9699075818061829,0.40774229168891907,0.40774229168891907,0.0,0.9479259812688253,0.7078313253012049,0.36974266072092166
67,0.9479259848594666,0.4298064410686493,0.4298064410686493,0.0,0.9260122460055064,0.7198795180722891,0.37567725752508363
68,0.9260122179985046,0.458697110414505,0.458697110414505,0.0,0.9026355973209244,0.7319277108433735,0.38533537718320326
69,0.9026356935501099,0.46879711747169495,0.46879711747169495,0.0,0.8779951348362198,0.75,0.39212467484206615
70,0.8779952526092529,0.4758308529853821,0.4758308529853821,0.0,0.8535161765224962,0.7530120481927711,0.40019602378298036
71,0.8535161018371582,0.5573149919509888,0.5573149919509888,0.0,0.830643803240305,0.7650602409638554,0.4010878855444073
72,0.8306438326835632,0.6573901772499084,0.6573901772499084,0.0,0.8102211090455572,0.75,0.4016007060572278
73,0.8102211952209473,0.9457069635391235,0.9457069635391235,0.0,0.7879236060452749,0.7620481927710844,0.39672891118543296
74,0.7879236340522766,0.9261539578437805,0.9261539578437805,0.0,0.7620553166033274,0.7740963855421686,0.4147779635823115
75,0.7620552778244019,0.5649769902229309,0.5649769902229309,0.0,0.7404331069394766,0.7921686746987951,0.43406726124117434
76,0.7404330968856812,0.5503683090209961,0.5503683090209961,0.0,0.7225072010453925,0.7891566265060241,0.43582032701597917
77,0.7225071787834167,0.9230186343193054,0.9230186343193054,0.0,0.7013990563082407,0.8042168674698795,0.4788693794128577
78,0.701399028301239,0.8900095224380493,0.8900095224380493,0.0,0.6773844339761389,0.8162650602409639,0.4797612411742847
79,0.6773844361305237,0.4508936405181885,0.4508936405181885,0.0,0.6602222028985081,0.8192771084337349,0.47984671125975475
80,0.6602222323417664,0.6659420132637024,0.6659420132637024,0.0,0.6433026876794287,0.8313253012048193,0.4908240431066518
81,0.6433026194572449,0.832906186580658,0.832906186580658,0.0,0.6240062024219927,0.8343373493975904,0.48655053883314753
82,0.6240062713623047,0.5459304451942444,0.5459304451942444,0.0,0.6064724290227316,0.8463855421686747,0.5070735785953178
83,0.606472373008728,0.5202414393424988,0.5202414393424988,0.0,0.5899313501564853,0.8403614457831325,0.5282757339279078
84,0.5899313688278198,0.7451651096343994,0.7451651096343994,0.0,0.5726556433252541,0.8463855421686747,0.5152257525083612
85,0.5726556181907654,0.6273102760314941,0.6273102760314941,0.0,0.5561861245028944,0.8463855421686747,0.5312188777406168
86,0.5561860799789429,0.3884943425655365,0.3884943425655365,0.0,0.5419354266430958,0.8403614457831325,0.5289111854329246
87,0.5419354438781738,0.5512281060218811,0.5512281060218811,0.0,0.5284753822418581,0.8463855421686747,0.5297658862876254
88,0.5284753441810608,0.7967163920402527,0.7967163920402527,0.0,0.5143944613904838,0.8463855421686747,0.5340765514678558
89,0.5143944621086121,0.8718830943107605,0.8718830943107605,0.0,0.5020275805369917,0.858433734939759,0.5386436269044965
90,0.5020275712013245,0.9388374090194702,0.9388374090194702,0.0,0.4890904713826007,0.8554216867469879,0.5379227053140097
91,0.4890904128551483,0.9077428579330444,0.9077428579330444,0.0,0.47557987075254143,0.858433734939759,0.5386436269044965
92,0.4755798578262329,0.7662687301635742,0.7662687301635742,0.0,0.4618157076548381,0.8614457831325302,0.5416350798959495
93,0.4618157148361206,0.5445294380187988,0.5445294380187988,0.0,0.44963675809193804,0.8704819277108434,0.5447974730583426
94,0.4496367573738098,0.47132986783981323,0.47132986783981323,0.0,0.43806567824030496,0.8734939759036144,0.5476551467855816
95,0.43806567788124084,0.45239049196243286,0.45239049196243286,0.0,0.42658091165933265,0.8795180722891566,0.6000111482720178
96,0.4265809655189514,0.45409563183784485,0.45409563183784485,0.0,0.4173321091985128,0.8885542168674698,0.6023560014864363
97,0.41733211278915405,0.8051251173019409,0.8051251173019409,0.0,0.4144669038703643,0.8885542168674698,0.6073987365291713
98,0.4144669473171234,1.7313560247421265,1.7313560247421265,0.0,0.3969590520284262,0.8885542168674698,0.603039762170197
99,0.3969590663909912,0.6860144138336182,0.6860144138336182,0.0,0.3881352436111634,0.9066265060240963,0.6480056537665234
100,0.38813525438308716,0.6839215159416199,0.6839215159416199,0.0,0.3823397533003106,0.9036144578313253,0.6247985347985348
101,0.382339745759964,0.9782698154449463,0.9782698154449463,0.0,0.37159641679511013,0.9126506024096386,0.6489086637999681
102,0.37159642577171326,1.0521372556686401,1.0521372556686401,0.0,0.36636439863457737,0.9036144578313253,0.6405855497159845
103,0.36636435985565186,1.5041227340698242,1.5041227340698242,0.0,0.3605155025620058,0.9066265060240963,0.6369474969474969
104,0.3605155050754547,1.452953577041626,1.452953577041626,0.0,0.3457587598318077,0.9096385542168675,0.6517180283484632
105,0.34575873613357544,0.50865238904953,0.50865238904953,0.0,0.3408376854586314,0.9216867469879518,0.6726221001221001
106,0.340837687253952,1.1479315757751465,1.1479315757751465,0.0,0.349104617015425,0.8945783132530121,0.625345861867601
107,0.3491045832633972,2.4552388191223145,2.4552388191223145,0.0,0.331038210765425,0.9126506024096386,0.6407081807081807
108,0.3310382068157196,1.104190468788147,1.104190468788147,0.0,0.3600646788815418,0.9066265060240963,0.6667358124966821
109,0.36006465554237366,3.5383121967315674,3.5383121967315674,0.0,0.35832678553569747,0.9066265060240963,0.6667358124966821
110,0.3583267629146576,3.455725908279419,3.455725908279419,0.0,0.31808439507541886,0.9096385542168675,0.6638298295906992
111,0.3180844187736511,1.158363938331604,1.158363938331604,0.0,0.33027807488498917,0.8945783132530121,0.6544261294261294
112,0.33027806878089905,2.2250185012817383,2.2250185012817383,0.0,0.32487471706895943,0.9006024096385542,0.673070818070818
113,0.32487475872039795,1.4868547916412354,1.4868547916412354,0.0,0.31935420668268777,0.9186746987951807,0.6968528693528693
114,0.31935417652130127,2.1017472743988037,2.1017472743988037,0.0,0.31186138290956794,0.9246987951807228,0.6969866486170834
115,0.31186139583587646,1.5807216167449951,1.5807216167449951,0.0,0.3123939238398908,0.9126506024096386,0.6817097998619738
116,0.3123939335346222,2.064133882522583,2.064133882522583,0.0,0.30397422055164014,0.9096385542168675,0.6626312576312576
117,0.3039742112159729,1.4676178693771362,1.4676178693771362,0.0,0.2923069459846221,0.9246987951807228,0.6954481870786219
118,0.29230695962905884,0.9535046219825745,0.9535046219825745,0.0,0.2957004868840597,0.9246987951807228,0.6948498964803312
119,0.2957004904747009,1.4772592782974243,1.4772592782974243,0.0,0.2842167544077678,0.9186746987951807,0.6844383394383394
120,0.2842167913913727,0.8551346063613892,0.8551346063613892,0.0,0.2797150439526661,0.9216867469879518,0.6843528693528693
121,0.27971503138542175,1.1290303468704224,1.1290303468704224,0.0,0.2788022512412933,0.9186746987951807,0.6874251473164517
122,0.27880221605300903,1.4918339252471924,1.4918339252471924,0.0,0.27159980406244116,0.9307228915662651,0.6977075702075701
123,0.27159982919692993,0.8587803244590759,0.8587803244590759,0.0,0.27014757638954257,0.927710843373494,0.6881990231990232
124,0.27014756202697754,0.9636768698692322,0.9636768698692322,0.0,0.26871348001870765,0.9246987951807228,0.6920405319318362
125,0.26871350407600403,1.6364086866378784,1.6364086866378784,0.0,0.26223488313605986,0.9397590361445783,0.7016020332324681
126,0.2622348964214325,1.0159085988998413,1.0159085988998413,0.0,0.25628390944147683,0.9367469879518072,0.7006990231990231
127,0.2562839090824127,0.7765242457389832,0.7765242457389832,0.0,0.25177934945347796,0.927710843373494,0.6969383394383394
128,0.25177934765815735,1.0432391166687012,1.0432391166687012,0.0,0.25427682715726185,0.9367469879518072,0.7279212454212455
129,0.2542768120765686,1.6767053604125977,1.6767053604125977,0.0,0.2475543424307582,0.9367469879518072,0.7264682539682539
130,0.24755436182022095,1.0331557989120483,1.0331557989120483,0.0,0.25416335140366153,0.9156626506024096,0.6750589265806657
131,0.25416335463523865,2.334521770477295,2.334521770477295,0.0,0.24763900113393025,0.9246987951807228,0.6844383394383394
132,0.247639000415802,1.544561505317688,1.544561505317688,0.0,0.24677419087972985,0.9367469879518072,0.7235734193342889
133,0.24677421152591705,2.0205416679382324,2.0205416679382324,0.0,0.24662424570106597,0.9367469879518072,0.7221204278812975
134,0.2466242015361786,1.7399541139602661,1.7399541139602661,0.0,0.23395110900143543,0.9337349397590361,0.7227930402930403
135,0.23395109176635742,1.3887948989868164,1.3887948989868164,0.0,0.23948487890772072,0.9307228915662651,0.7138827838827839
136,0.23948487639427185,1.6225918531417847,1.6225918531417847,0.0,0.2277752520090126,0.9367469879518072,0.7263827838827839
137,0.22777527570724487,1.1379857063293457,1.1379857063293457,0.0,0.24045206552528472,0.9216867469879518,0.7097495620321708
138,0.24045206606388092,2.569746255874634,2.569746255874634,0.0,0.24078966623329254,0.9307228915662651,0.7163196103413495
139,0.24078966677188873,2.3699421882629395,2.3699421882629395,0.0,0.21995588095791369,0.9397590361445783,0.7279212454212455
140,0.21995587646961212,1.2040507793426514,1.2040507793426514,0.0,0.2346482334366764,0.9186746987951807,0.7008281573498965
141,0.23464827239513397,2.2918941974639893,2.2918941974639893,0.0,0.22708380365946207,0.9307228915662651,0.7089849763762807
142,0.22708378732204437,1.7565444707870483,1.7565444707870483,0.0,0.21784256165286145,0.9367469879518072,0.726516563146998
143,0.21784251928329468,1.529056191444397,1.529056191444397,0.0,0.22280352948659873,0.9397590361445783,0.7242943409247757
144,0.22280353307724,1.6556715965270996,1.6556715965270996,0.0,0.21300782353044992,0.9367469879518072,0.7234768009768009
145,0.2130078226327896,1.1597850322723389,1.1597850322723389,0.0,0.21508988989404884,0.9367469879518072,0.7154212454212454
146,0.21508988738059998,1.7134491205215454,1.7134491205215454,0.0,0.21128778572542123,0.9397590361445783,0.7286904761904762
147,0.21128782629966736,1.1921463012695312,1.1921463012695312,0.0,0.2090076308652579,0.9337349397590361,0.7227930402930403
148,0.2090076357126236,1.8162598609924316,1.8162598609924316,0.0,0.2097182446215526,0.9427710843373494,0.7251118808727505
149,0.2097182422876358,1.485547661781311,1.485547661781311,0.0,0.20292939335466867,0.9397590361445783,0.7271520146520146
150,0.20292939245700836,1.4377690553665161,1.4377690553665161,0.0,0.20486374360969267,0.9367469879518072,0.7117943409247758
151,0.2048637717962265,1.825872540473938,1.825872540473938,0.0,0.19626743822212678,0.9397590361445783,0.7155067155067154
152,0.19626744091510773,1.0323437452316284,1.0323437452316284,0.0,0.20501417137054076,0.9427710843373494,0.7280550246854596
153,0.205014169216156,1.9955776929855347,1.9955776929855347,0.0,0.20588955247258567,0.9427710843373494,0.7272857939162287
154,0.20588955283164978,1.714034914970398,1.714034914970398,0.0,0.19340078514742565,0.9397590361445783,0.7271520146520146
155,0.19340075552463531,1.2482202053070068,1.2482202053070068,0.0,0.19648278477680253,0.9367469879518072,0.7154212454212454
156,0.19648276269435883,1.6815413236618042,1.6815413236618042,0.0,0.1955916623035109,0.9397590361445783,0.7223025163242556
157,0.19559165835380554,2.0395760536193848,2.0395760536193848,0.0,0.18451977925128246,0.9457831325301205,0.7302289377289377
158,0.18451979756355286,0.674103856086731,0.674103856086731,0.0,0.18647759219250046,0.9487951807228916,0.7309981684981686
159,0.18647760152816772,1.1458007097244263,1.1458007097244263,0.0,0.1827310539153685,0.9427710843373494,0.729459706959707
160,0.182731032371521,1.0132026672363281,1.0132026672363281,0.0,0.17943710878670935,0.9397590361445783,0.7264682539682539
161,0.17943713068962097,0.9327481985092163,0.9327481985092163,0.0,0.17838478088378906,0.9487951807228916,0.7431099697404046
162,0.17838475108146667,1.0496069192886353,1.0496069192886353,0.0,0.17362552091299768,0.9548192771084337,0.7460531135531137
163,0.17362551391124725,0.6846708655357361,0.6846708655357361,0.0,0.1751119774508189,0.9427710843373494,0.7169597069597071
164,0.17511197924613953,1.333709716796875,1.333709716796875,0.0,0.17243641543101115,0.9518072289156626,0.7723168498168498
165,0.1724364161491394,1.565426230430603,1.565426230430603,0.0,0.16952385959855046,0.9578313253012049,0.7454176620480968
166,0.16952386498451233,1.210667371749878,1.210667371749878,0.0,0.1683502541967185,0.9487951807228916,0.7309981684981686
167,0.1683502495288849,0.876367449760437,0.876367449760437,0.0,0.16501250898981668,0.9457831325301205,0.7429761904761906
168,0.16501250863075256,0.6929657459259033,0.6929657459259033,0.0,0.1631504771221115,0.9608433734939759,0.7746245421245421
169,0.16315048933029175,0.8156739473342896,0.8156739473342896,0.0,0.16223224961614036,0.9578313253012049,0.7589341455645804
170,0.16223224997520447,0.9001869559288025,0.9001869559288025,0.0,0.1586777790483222,0.9518072289156626,0.7452838827838828
171,0.15867777168750763,0.9895150661468506,0.9895150661468506,0.0,0.16773279029202748,0.9457831325301205,0.7437454212454213
172,0.16773277521133423,2.461012840270996,2.461012840270996,0.0,0.1576669532132436,0.9578313253012049,0.7738553113553114
173,0.15766693651676178,1.2436257600784302,1.2436257600784302,0.0,0.18288841017757554,0.9307228915662651,0.7150003981525721
174,0.18288841843605042,3.8107643127441406,3.8107643127441406,0.0,0.1863041958176946,0.9367469879518072,0.7157696289218028
175,0.18630418181419373,3.8362996578216553,3.8362996578216553,0.0,0.1579202743897955,0.963855421686747,0.7739890906195255
176,0.15792028605937958,1.241197943687439,1.241197943687439,0.0,0.17543581307652484,0.9337349397590361,0.7406684981684982
177,0.17543581128120422,3.7425830364227295,3.7425830364227295,0.0,0.18298989031688276,0.9367469879518072,0.828937728937729
178,0.18298989534378052,3.3999269008636475,3.3999269008636475,0.0,0.1730166400771543,0.9337349397590361,0.8252625152625154
179,0.17301666736602783,2.260115385055542,2.260115385055542,0.0,0.16089341726647802,0.9427710843373494,0.7400702075702077
180,0.16089342534542084,2.0490756034851074,2.0490756034851074,0.0,0.16512018226715455,0.9578313253012049,0.7589341455645804
181,0.1651201844215393,1.9616224765777588,1.9616224765777588,0.0,0.1620016442724021,0.9457831325301205,0.7550879917184266
182,0.16200163960456848,2.2015223503112793,2.2015223503112793,0.0,0.1521237729543663,0.9518072289156626,0.7687382544991241
183,0.15212377905845642,1.3194855451583862,1.3194855451583862,0.0,0.1522653418851186,0.9578313253012049,0.7738553113553114
184,0.15226535499095917,1.2589569091796875,1.2589569091796875,0.0,0.15029707299657616,0.9608433734939759,0.7739890906195255
185,0.15029706060886383,1.168805480003357,1.168805480003357,0.0,0.1449199699493776,0.963855421686747,0.7618772893772894
186,0.1449199616909027,0.7837293744087219,0.7837293744087219,0.0,0.14751168905970563,0.9548192771084337,0.7695074852683549
187,0.14751167595386505,1.281386137008667,1.281386137008667,0.0,0.14476612964308405,0.9548192771084337,0.7730860805860805
188,0.14476613700389862,1.196171760559082,1.196171760559082,0.0,0.1435020630618176,0.9487951807228916,0.7445146520146521
189,0.14350205659866333,1.2495434284210205,1.2495434284210205,0.0,0.13874543431293535,0.9608433734939759,0.7746245421245421
190,0.13874544203281403,0.547002375125885,0.547002375125885,0.0,0.14007482183984962,0.9668674698795181,0.7761630036630037
191,0.14007481932640076,1.0743201971054077,1.0743201971054077,0.0,0.13688832018748823,0.963855421686747,0.8746245421245422
192,0.1368883103132248,1.0282188653945923,1.0282188653945923,0.0,0.13976999076015978,0.963855421686747,0.8753937728937728
193,0.13976998627185822,1.304627537727356,1.304627537727356,0.0,0.1347015334899167,0.9608433734939759,0.8738553113553114
194,0.13470153510570526,0.6754512786865234,0.6754512786865234,0.0,0.13395447328866247,0.9668674698795181,0.8761630036630038
195,0.1339544802904129,0.9107439517974854,0.9107439517974854,0.0,0.13348759800554758,0.9698795180722891,0.7777014652014652
196,0.13348759710788727,1.320879578590393,1.320879578590393,0.0,0.1313150474824101,0.963855421686747,0.8780219780219781
197,0.13131503760814667,1.1205542087554932,1.1205542087554932,0.0,0.12784701657582478,0.9668674698795181,0.8795604395604396
198,0.12784701585769653,0.5713781118392944,0.5713781118392944,0.0,0.1269850328744176,0.963855421686747,0.8780219780219781
199,0.12698502838611603,0.7398238182067871,0.7398238182067871,0.0,0.12653380704213338,0.9789156626506024,0.8812326803631152
200,0.12653380632400513,1.317332148551941,1.317332148551941,0.0,0.13311690594776568,0.9698795180722891,0.8803296703296704
201,0.13311690092086792,1.4985113143920898,1.4985113143920898,0.0,0.1256211522113846,0.9668674698795181,0.8795604395604396
202,0.12562115490436554,0.8686491847038269,0.8686491847038269,0.0,0.13161847677575536,0.9608433734939759,0.8724032489249881
203,0.131618469953537,1.7239304780960083,1.7239304780960083,0.0,0.1289942867784615,0.9698795180722891,0.8053296703296704
204,0.12899428606033325,1.3428152799606323,1.3428152799606323,0.0,0.12430764393634107,0.9728915662650602,0.8804634495938843
205,0.12430764734745026,0.9052273631095886,0.9052273631095886,0.0,0.12430735668504095,0.9668674698795181,0.8795604395604396
206,0.12430735677480698,1.4000169038772583,1.4000169038772583,0.0,0.1206418462546475,0.9698795180722891,0.9053296703296703
