label,feature_space,model,evaluation_split,status,majority_baseline,balanced_accuracy,balanced_accuracy_ci_low,balanced_accuracy_ci_high,macro_f1,auroc,pr_auc,confusion_matrix,mae,rmse,r2
valid_attack_geometry,F1_legal_vector,fixed_logistic,student_dev,diagnostic_only,0.5,0.6820093023255814,0.5396202908450922,0.8208291071826387,0.4256448325096759,0.6955496186046513,0.15923925114783363,"[[2206, 3169], [29, 596]]",,,
valid_attack_geometry,F1_legal_vector,knn_k5,bc_train,diagnostic_only,0.5,0.9385956692513724,0.9209010400604326,0.9522872515256893,0.9393607139248593,0.9938909321859635,0.9617458029912112,"[[1556, 25], [26, 217]]",,,
valid_attack_geometry,F1_legal_vector,knn_k5,bc_validation,diagnostic_only,0.5,0.623568916556694,0.42305630026809654,0.8700171030127615,0.5720944462441061,0.5193701505530874,0.08178294519464978,"[[1248, 185], [63, 38]]",,,
valid_attack_geometry,F1_legal_vector,knn_k5,dagger1,diagnostic_only,0.5,0.5,0.5,0.5,0.48927477017364657,0.22263644497464957,0.025976461504247327,"[[958, 0], [42, 0]]",,,
valid_attack_geometry,F1_legal_vector,knn_k5,student_dev,diagnostic_only,0.5,0.5,0.5,0.5,0.4725274725274725,0.7607099534883721,0.2716070558016765,"[[5375, 0], [625, 0]]",,,
valid_attack_geometry,F2_current_rgb,fixed_logistic,bc_train,diagnostic_only,0.5,0.899098866946221,0.802136867381035,0.9463826341314161,0.768071446571124,0.9514319998542362,0.6786031308739982,"[[1314, 267], [8, 235]]",,,
valid_attack_geometry,F2_current_rgb,fixed_logistic,bc_validation,diagnostic_only,0.5,0.5610952581650349,0.393891797556719,0.7453676031081888,0.41505309249425304,0.5197570699149469,0.06373999664567054,"[[771, 662], [42, 59]]",,,
valid_attack_geometry,F2_current_rgb,fixed_logistic,dagger1,diagnostic_only,0.5,0.4342379958246347,0.3624454148471616,0.5,0.45414847161572053,0.8148921363952679,0.09941025155369977,"[[832, 126], [42, 0]]",,,
valid_attack_geometry,F2_current_rgb,fixed_logistic,student_dev,diagnostic_only,0.5,0.6903813953488372,0.4689389959257493,0.7693776746495029,0.4799590256687585,0.8046398511627908,0.37259716029480056,"[[2769, 2606], [84, 541]]",,,
valid_attack_geometry,F2_current_rgb,knn_k5,bc_train,diagnostic_only,0.5,0.9575905232662559,0.938459390902561,0.9724976386044272,0.9466937738246506,0.9963793296423841,0.9787856623507555,"[[1551, 30], [16, 227]]",,,
valid_attack_geometry,F2_current_rgb,knn_k5,bc_validation,diagnostic_only,0.5,0.3754361479413817,0.2655288192501399,0.48221757322175735,0.41226053639846744,0.23550952443464865,0.04065145275062624,"[[1076, 357], [101, 0]]",,,
valid_attack_geometry,F2_current_rgb,knn_k5,dagger1,diagnostic_only,0.5,0.5,0.5,0.5,0.48927477017364657,0.20459290187891438,0.02550975590879964,"[[958, 0], [42, 0]]",,,
valid_attack_geometry,F2_current_rgb,knn_k5,student_dev,diagnostic_only,0.5,0.7808744186046512,0.45839944523662546,0.8637664887654719,0.6354815988607974,0.8383559441860465,0.38829455731307366,"[[4103, 1272], [126, 499]]",,,
valid_attack_geometry,F3_four_frame_stack,fixed_logistic,bc_train,diagnostic_only,0.5,0.8892793278203356,0.8205132539748381,0.9377294102402862,0.7723597064181027,0.94766556562888,0.6713970892377406,"[[1335, 246], [16, 227]]",,,
valid_attack_geometry,F3_four_frame_stack,fixed_logistic,bc_validation,diagnostic_only,0.5,0.5805034097268764,0.40663176265270506,0.7501120741183502,0.44408373107614285,0.6731015041490191,0.1716576052105668,"[[855, 578], [44, 57]]",,,
valid_attack_geometry,F3_four_frame_stack,fixed_logistic,dagger1,diagnostic_only,0.5,0.22494780793319416,0.014,0.45524017467248906,0.30118798043326345,0.3013221990257481,0.030683113562226833,"[[431, 527], [42, 0]]",,,
valid_attack_geometry,F3_four_frame_stack,fixed_logistic,student_dev,diagnostic_only,0.5,0.8282790697674418,0.7390231765645142,0.9080918956759573,0.5982121091818328,0.9592888558139535,0.6767854685773972,"[[3529, 1846], [0, 625]]",,,
valid_attack_geometry,F3_four_frame_stack,knn_k5,bc_train,diagnostic_only,0.5,0.9656608959792599,0.9419152616945745,0.982500748794741,0.9569055079445252,0.9973554269710009,0.9835982323151091,"[[1557, 24], [13, 230]]",,,
valid_attack_geometry,F3_four_frame_stack,knn_k5,bc_validation,diagnostic_only,0.5,0.418746934009521,0.2884910485933504,0.5173252279635259,0.4359867352162204,0.4063551505185411,0.05950920854665464,"[[1115, 318], [95, 6]]",,,
valid_attack_geometry,F3_four_frame_stack,knn_k5,dagger1,diagnostic_only,0.5,0.48538622129436326,0.46943231441048033,0.5,0.48186528497409326,0.19780793319415446,0.025350445970614734,"[[930, 28], [42, 0]]",,,
valid_attack_geometry,F3_four_frame_stack,knn_k5,student_dev,diagnostic_only,0.5,0.7831069767441861,0.4636908787341286,0.8669552863620027,0.6390166118915389,0.840224446511628,0.4139214043075844,"[[4127, 1248], [126, 499]]",,,
valid_attack_geometry,F4_handwritten,fixed_logistic,bc_train,diagnostic_only,0.5,0.9427538438712801,0.9001814924802782,0.96919324740673,0.8412607402917591,0.97603225546159,0.8073740533203533,"[[1413, 168], [2, 241]]",,,
valid_attack_geometry,F4_handwritten,fixed_logistic,bc_validation,diagnostic_only,0.5,0.5709755204410881,0.4296102385107621,0.6842387508729921,0.39621156211562114,0.6599946107660313,0.13492743763351867,"[[700, 733], [35, 66]]",,,
valid_attack_geometry,F4_handwritten,fixed_logistic,dagger1,diagnostic_only,0.5,0.6102992345163535,0.474,0.6102992345163535,0.5483288166214996,0.5511482254697286,0.061094814568503394,"[[850, 108], [28, 14]]",,,
valid_attack_geometry,F4_handwritten,fixed_logistic,student_dev,diagnostic_only,0.5,0.7934511627906977,0.5924647178054732,0.8497862742677449,0.6183522854474011,0.8739962046511629,0.5985653433751841,"[[3877, 1498], [84, 541]]",,,
valid_attack_geometry,F4_handwritten,knn_k5,bc_train,diagnostic_only,0.5,0.9636032828105356,0.9473482628352902,0.9759945848417321,0.9556656296053709,0.9969415617036673,0.9804895801356903,"[[1557, 24], [14, 229]]",,,
valid_attack_geometry,F4_handwritten,knn_k5,bc_validation,diagnostic_only,0.5,0.5675899760248182,0.4065735892961024,0.7397638971906755,0.48910001932884306,0.5454181147354094,0.0815597830013531,"[[1045, 388], [60, 41]]",,,
valid_attack_geometry,F4_handwritten,knn_k5,dagger1,diagnostic_only,0.5,0.46450939457202506,0.425764192139738,0.5,0.4708994708994709,0.15814196242171188,0.024489965158124533,"[[890, 68], [42, 0]]",,,
